coarse_step,learning_rate,runtime,accuracy,mae_len,rmse_len,mae_len_99p,rmse_len_99p,mae_len_1p,rmse_len_1p,mae_az,rmse_az,mae_az_99p,rmse_az_99p,mae_az_1p,rmse_az_1p,mae_el,rmse_el,mae_el_99p,rmse_el_99p,mae_el_1p,rmse_el_1p
3,0.008,29566.1640625,0.884000000000000007993605777301127,0.326703176399532391194213687413139,8.08235448246779952796714496798813,0.099001453898357086313986030745582,0.256005283679539175079042934157769,22.8691737040158820093438407639042,80.7833959808871782115602400153875,0.253095848837251446994400794210378,8.07594930261757681932976993266493,0.226119593406650859490625293801713,8.09875570611372985752041131490842,2.92374513646670575184316476224922,5.35734627416168063263057774747722,0.0886679900410415194889068857264647,0.321709250438850236086807399260579,0.0722872922492635988644948952241975,0.266671247763004493069871614352451,1.71035707142705506456081820942927,1.81918726299092003984014809248038
3,0.00900000000000000105471187339389871,29266.333984375,0.894000000000000016875389974302379,0.320848912782728479253790965231019,8.08191069529615013777856802335009,0.0934125782363218887249800559402502,0.247301299008707314852628655899025,22.8370460328769802060833171708509,80.7816403235139972593970014713705,0.250121570424077954708508286785218,8.07570903650108640192684106295928,0.223473026641328176289391649333993,8.09861246154840763722404517466202,2.88832740491631145829387605772354,5.3425450667413914018766263325233,0.0849353859382320913740116452572693,0.316550224319979534026714418359916,0.0689065480658534734725861881088349,0.262845389734193524144956199961598,1.67179033530371401461422919965116,1.7834579502066898459844423996401
3,0.0100000000000000002081668171172169,29106.849609375,0.902000000000000023980817331903381,0.31582916138649413939631926950824,8.08152218658274890117354516405612,0.0886601069543917624793394338666985,0.240004500028734968353205658786464,22.8055655501646299398998962715268,80.7799323556262436341057764366269,0.247677492544096128357367092576169,8.07549220588765948036780173424631,0.221349820052092111088981596367375,8.09848876669506267944598221220076,2.8541170692524970853298782458296,5.32831367422286206192438839934766,0.0816697569808279427716612985932443,0.31213215931207466402597106025496,0.06597269964499857808348792787001,0.259791955385089146091104339575395,1.6356784332279339366778003750369,1.74955832697393365293692113482393
3,0.0200000000000000004163336342344337,27688.876953125,0.928000000000000047073456244106637,0.315366242445320021925425635345164,8.08350037207041083320291363634169,0.0857965736269317852391580458970566,0.287270786098675734443474993895506,23.0427634554657565502111538080499,80.7844533346374618076879414729774,0.245989040512233803070785143063404,8.07557623899864296390660456381738,0.217184818806619495124010654762969,8.09834043298715045011704205535352,3.09760698936804956815649347845465,5.36325461833104455422471801284701,0.0818172881874250079725641171535244,0.357836098490724507925619946036022,0.0611609429154120615157452789389936,0.282218269161878809736521134254872,2.12679547011670555534124105179217,2.21801698480476217056889254308771
3,0.0299999999999999988897769753748435,27040.296875,0.925499999999999989341858963598497,0.453598890642546492824038750768523,9.05658153256578302148227521684021,0.121828683650967786733509967689315,0.453009297848752767734481494699139,33.2988493828088394366204738616943,90.4535813587906147859030170366168,0.349930515825600918500271063749096,9.04006290694111136474475642899051,0.315855166150664445900986265769461,9.06793158211533878443333378527313,3.72339013364432513952806402812712,5.63584967247214851937542334781028,0.120608894559368309828961685070681,0.546746462776870778554894059197977,0.0855852086891053659423178601173277,0.392659112404696475362442242840189,3.58795379571539996277351747266948,3.82481800599872423518377217988018
3,0.0400000000000000008326672684688674,26842.888671875,0.91449999999999997957189634689712,0.620461456107940567683556309930282,9.93319027304700874481113714864478,0.183900413607936019655397785754758,0.680903872800042497814843045489397,43.8400046636083828843766241334379,99.1005929434337673455956974066794,0.469674579463447816607413187739439,9.90117884516445379006199800642207,0.335519423281465334341078232682776,9.06606347991074024150748300598934,13.7510350414797137830191786633804,40.8188321395634261534723918884993,0.175493933649241817818165145581588,0.796822738520683193641502839454915,0.133360796591635993868507625847997,0.639116355460232821172894546180032,4.34667450235221775045602043974213,4.80147329436494985088756948243827
3,0.0500000000000000027755575615628914,26880.375,0.900499999999999967137398471095366,0.790533057378433268169715120166074,10.7464536648276034469517981051467,0.263337613137900106163868940711836,0.933012377710065510250103670841781,52.9828820371912243558654154185206,107.062813055839342268882319331169,0.589416605612114397061418458179105,10.6947295634255610252694168593735,0.543678995231305695057244520285167,10.7289847366491120084219801356085,5.11744003331219143859698306187056,6.45939695599818719529139343649149,0.234859285490374297689086802165548,1.05310300326128758463539725198643,0.178098120506841844923329176708648,0.85401052310907443754217638343107,5.85421461886008742681042349431664,6.22081426850792862381922532222234
3,0.0600000000000000047184478546569153,26647.05859375,0.877499999999999946709294817992486,1.18471956645660458917745927465148,12.819645382486964280133179272525,0.387225943582090836869724626012612,1.27826437870244036254518960049609,80.1365882310334711746691027656198,127.563979049368938945008267182857,0.914904183546384697223174953251146,12.753462046182043820863327709958,0.681908645994018236535794130759314,11.5232229866919091421095799887553,23.9814624012306651934522960800678,55.8515647429786312727628683205694,0.311439940709859586220886740193237,1.30096639822607862413406110135838,0.250760081310370142038124186001369,1.11746413121829957226793794689002,6.31874602125931250640178404864855,6.75481121571476883502782584400848
3,0.0700000000000000066613381477509392,26810.318359375,0.85199999999999997957189634689712,1.47548169355363056887142647610744,15.2152107216747740636719754547812,0.497727509245785737501677203908912,1.48594556755130335901071703119669,98.2731459400302753692812984809279,151.432058500681705481838434934616,1.15717416709491960347122585517354,15.1445536077832958454791878466494,0.832270349683155052922245431545889,12.2413027511700374105885202880017,33.3226520908596199888052069582045,90.0036142961364618031439022161067,0.382068849863184678561367491056444,1.46462736760734912877524038776755,0.315993116880078639407969376406982,1.26961017811558618539891085674753,6.92356641519068016776827789726667,7.41176376858766872146588866598904
3,0.0800000000000000016653345369377348,27014.013671875,0.829500000000000015099033134902129,2.3584686919606090427237177209463,19.8462935965945987959457852412015,0.692903016973308472081782838358777,2.00848340105655553955443792801816,167.249470515703421824582619592547,197.454223557166614000379922799766,1.95898766119131662044594577309908,19.7681834725558758236729772761464,1.36387926500536660334716998477234,16.2592566945173047088246676139534,60.8747188836003587653067370411009,113.60514241398034585017740027979,0.495785160416083614531856937901466,1.75905989596714218414774677512469,0.415994700996751676225215987869888,1.54731709232015202104548734496348,8.39504064292993845697310462128371,8.50907418733498488450095464941114
