coarse_step,learning_rate,runtime,accuracy,mae_len,rmse_len,mae_len_99p,rmse_len_99p,mae_len_1p,rmse_len_1p,mae_az,rmse_az,mae_az_99p,rmse_az_99p,mae_az_1p,rmse_az_1p,mae_el,rmse_el,mae_el_99p,rmse_el_99p,mae_el_1p,rmse_el_1p
3,0.008,62133.5703125,0.807499999999999995559107901499374,0.405848278411414686850378075178014,8.18456888728013964851015771273524,0.152990076879231690076821337243018,0.348694215923813888302618124725996,25.4388102300975340597233298467472,81.7721199987975921885663410648704,0.339372825410472200857725511013996,8.17899176381956216630442213499919,0.289842806849101519706124463482411,8.12070311595625149436727951979265,5.24284466298616980139968291041441,12.6867859054281755248894114629366,0.0902092006252651484876636800436245,0.302095345885753319148392392889946,0.0756553386304134739548388211005658,0.235612797668720980182044399953156,1.53104153811558130193759552639676,1.90534357754196448375694217247656
3,0.00900000000000000105471187339389871,61700.41015625,0.824749999999999983124610025697621,0.394466838881091519386501431654324,8.1833975349895204942640702938661,0.141929792986224795336980264437443,0.333829151739741258886340347089572,25.3956343824729060543177183717489,81.7665382244759229024566593579948,0.3318176563253096289507482197223,8.17807639266609776029781642137095,0.282584417306358914867558951300452,8.11992650459469800239276082720608,5.20590831920144303524011775152758,12.6769835081664865583661594428122,0.0843488727546896771558593286499672,0.295062250025701078293138834851561,0.0701670911339908470738535584132478,0.229180348141367312697624925021955,1.48834525320387522917542355571641,1.87252064703631515563131415547105
3,0.0100000000000000002081668171172169,61422.84765625,0.83550000000000002042810365310288,0.384829827961366166544365796653437,8.18234173644362883237590722274035,0.132624366258115716776799786202901,0.320976363142277731910212423827033,25.3531705365831676601828803541139,81.7610669723116245677374536171556,0.325449581321975489611730836259085,8.17723225733285374872139072977006,0.276502569395372377325514889889746,8.1192156104150381423778526368551,5.17120376205566145699776825495064,12.6676038904039565125003719003871,0.0794620052684329863934564741612121,0.289117452919135264899352932843613,0.0656224054414735469276109824932064,0.223963786719342444753166887494444,1.44958238813741235873067125794478,1.8420293591145049383328569092555
3,0.0200000000000000004163336342344337,58898.19140625,0.900249999999999994670929481799249,0.347096753953874126441547787180752,8.17706697957981276658756542019546,0.0962055169456896980273441499775799,0.288833952704056040605706812129938,25.1853292177641385762854042695835,81.7201527083878005441874847747386,0.296653819660719242357060920767253,8.17164829193348651870110188610852,0.248663397926003643112480290255917,8.11436532358987072655054362257943,5.04770557139757336528873565839604,12.6148343169005965336282315547578,0.0645067894567107891212742742936825,0.297638340062373774053128272498725,0.0478682473061378954692912657264969,0.217883934584058275296669648923853,1.71172246236342617820014311291743,2.03936035596344122922118913265876
3,0.0299999999999999988897769753748435,57229.10546875,0.920499999999999984900966865097871,0.310577165488319262287575384107186,6.53833362060661649195481004426256,0.0981245710612788507587467279336124,0.344840865898660753341431473018019,21.3433840137653199064970976905897,65.2932465602599876319800387136638,0.24626498501280416619785285092803,6.52535211428094985564030139357783,0.196546509090630289184886692055443,6.43424461017380799887632747413591,5.1683941013080243465083185583353,12.6281888995836517608495341846719,0.0789212395292822888048789309323183,0.41180859510706990800343874070677,0.0501817717423825374045698310965236,0.259476712820760180289170193645987,2.92412855043236064034317678306252,3.20829294411769838646364405576605
3,0.0400000000000000008326672684688674,56107.01171875,0.923749999999999960031971113494365,0.384954900833193447429181333063752,7.1425177010260174625955187366344,0.117307447018003455085910502475599,0.452684740819854269933131263314863,26.8820528285370059506931283976883,71.2830168200284362001184490509331,0.298748607650742403762933463440277,7.11904472305001956300429810653441,0.1997376645151920926402056011284,6.42926795543694851176041993312538,10.1008319780702269241601243265904,31.2388639204533511417594127124175,0.1039333550387476073906256601731,0.578585638158699233635218206472928,0.0697694242713348955486907243539463,0.428779260798702321899611433764221,3.48616250101260671812042346573435,3.90830145635336645426605173270218
3,0.0500000000000000027755575615628914,55518.67578125,0.921499999999999985789145284797996,0.463843271164555925878403286333196,7.70566209558246750788157442002557,0.14656433726308873422006229247927,0.589468282215819039393522871250752,31.8744577274098155328374559758231,76.8330854541943324420572025701404,0.353489230120025366144176359739504,7.66860203924454886248440743656829,0.298302180165599728489667086250847,7.5995264670658713157536112703383,5.81700717560818159057589582516812,12.7756907363451208681226489716209,0.132143774250079476528796362799767,0.754831832258507029465022242220584,0.0877147805345072223426328150708287,0.571946703108326626185942131996853,4.53061415209173290463695593643934,4.95902504637973340351209117216058
3,0.0600000000000000047184478546569153,54611.96484375,0.915000000000000035527136788005009,0.656388384818197612169399235426681,9.15238514200972197443206823663786,0.197241029215710517163984150101896,0.79009484340949187597402669780422,46.1119765894644189074824680574238,91.1856054565159297453647013753653,0.512380942771054059825530657690251,9.10528422353473843031679280102253,0.359781889483670791474168026979896,8.15699290602630533442152227507904,15.6196872182219692604121519252658,41.2735179686403341747791273519397,0.169431540660494955874426636910357,0.927336506522743353464477422676282,0.122096660387655986390598172874888,0.761154197499979701113659302791348,4.85558468767155737566554307704791,5.35154969220772613880399148911238
3,0.0700000000000000066613381477509392,54295.4765625,0.904750000000000054178883601707639,0.799391685136014329415843349124771,10.8312199990514841374533716589212,0.248474602753507828323265016479127,0.935226468039886960070816712686792,55.3401828410041360939430887810886,107.91173458285048525340243941173,0.631218669806711707437330005632248,10.7809776195566033862860422232188,0.429586735843348943575392695493065,8.66152466524735054065331496531144,20.592780132179637320177789661102,64.7747551149049343166552716866136,0.204540445471454251924470213452878,1.04204041882854880896047689020634,0.153702004796371888284411966196785,0.869164184637625569784802337380825,5.23754607230461566302892606472597,5.81340105630220893573323337477632
3,0.0800000000000000016653345369377348,53974.16015625,0.895750000000000046185277824406512,1.2391057797921654071160446619615,14.0882159250530225591546695795842,0.326587027271040719611505664943252,1.18348920045470284989619358384516,91.5784622793835012544150231406093,140.389169001814593684684950858355,1.0299806157655937433048620732734,14.0326726600444207093687509768642,0.689812150298142578996873908181442,11.4990781011438976122462918283418,34.7066586970432595649072027299553,81.2461646968723698591929860413074,0.261692882902756718266346069867723,1.2497703656909369129834885825403,0.199405215507820671172467541509832,1.05295238095954579726765132363653,6.42817195500142624098316446179524,6.81398809476920774841346428729594
3,0.0899999999999999966693309261245304,53561.2265625,0.887000000000000010658141036401503,1.41359877502069108956561649392825,15.1899913521051779241588519653305,0.405332429051538656317177355958847,1.45184056869064859185414206876885,101.231967025966781648094183765352,151.211466050198424682093900628388,1.15638378096349114798613300081342,15.1162668103526058871466375421733,0.80932126563711803690637225372484,12.8260507810190613753320576506667,35.5155727982744409132465079892427,81.0179112486003845106097287498415,0.318417465110678810091826562711503,1.49476252136002396575520378974034,0.256998529051934321287831153313164,1.32810132290831295343025431066053,6.39889213492639363778380356961861,6.98641827112342639338748995214701
3,0.0999999999999999916733273153113259,53419.76953125,0.880499999999999949373830077092862,1.87128845908742413861602926772321,17.9010281782255518123747606296092,0.479531213116996535283931279991521,1.68550888101639606553305839042878,139.655255810159758311783662065864,178.222972439447289616509806364775,1.58989118255757833075847429427085,17.8197275706284052887440338963643,1.11411439123362132619377007358707,14.6217015658592259796932921744883,48.6917935236293288880915497429669,102.901154307021514000552997458726,0.365591780001530808341669853689382,1.70414763040365957458277534897206,0.295687457407239062678883101398242,1.49830881098703172504826852673432,7.28611971683641179708956769900396,8.25614405191581290921476465882733
3,0.200000000000000011102230246251565,52634.9609375,0.791250000000000008881784197001252,4.86233134102312014590552280424163,30.2562827604865347552731691394001,2.26916106976471887435309326974675,12.7542941104992646472737760632299,261.586188195604961492790607735515,274.662947702810811279050540179014,4.13512944448375474593149192514829,29.9415693008963152976775745628402,2.50699015891085608132016204763204,22.9197206380476039555560419103131,165.320918716200736753307865001261,194.019873728309818261550390161574,1.03598287935529809189461047935765,4.35259397166067696360869376803748,0.909865837297143986717173902434297,4.13101063913234956004316700273193,13.5215700431125434022305853432044,14.3194897622731485142821838962846
4,0.00800000000000000016653345369377348,47166.41796875,0.660000000000000031086244689504383,0.649690693281936293423939332569716,8.75702726925028684945573331788182,0.314302185425174684940685665424098,0.606262681402039871336739906837465,33.8531529711013519090556656010449,87.3622617037362232395025785081089,0.442048123752229293881299554413999,8.69228692171420647127888514660299,0.39190397702403551027927619543334,8.64494632427185827339144452707842,5.4063186498434330218287868774496,12.5224037203634193105017402558587,0.245408194511621047251281879653106,1.06286154554099843139169934147503,0.225525366516504816027932633915043,1.04112290915094019005948666745098,2.2138081660281230256259732414037,2.37859458820692015734721280750819
4,0.00900000000000000105471187339389871,46824.1171875,0.682749999999999968025576890795492,0.626492957132401606656912917969748,8.75422173077836873744672629982233,0.291416123824094097649606283084722,0.578776671417687516019157101254677,33.7990994546548222388082649558783,87.352598988586848349768843036145,0.431452866091451059382677613029955,8.69063619850587443238509877119213,0.381759637410757413089612555268104,8.64348254658400527716821670765057,5.35108250548012165381805971264839,12.5078571586395579373629516339861,0.229768796707080419361446388393233,1.05320490734301031032771334139397,0.210013961613804589489973295712844,1.0318794968373505849257298905286,2.18549747094138879788260965142399,2.34761653210290432980400510132313
4,0.0100000000000000002081668171172169,46724.375,0.702999999999999958255614274094114,0.606503351141774893484637232177192,8.7517353708424518998754138010554,0.271726013115837716771494569911738,0.554395599237532343828149805631256,33.7494598157095637702695967163891,87.343340367543461866262077819556,0.422502182928982672471818204940064,8.68912476089706409254631580552086,0.373254835568443410487304845446488,8.64215008130056361324022873304784,5.29798957162236217044437580625527,12.4939932086917551146143523510545,0.216310823082549175122579754315666,1.0449798518728719010084660112625,0.196628978943103688292737274423416,1.02395378043622864439043951279018,2.16481339288764740302895006607287,2.32349649871269958723019044555258
