coarse_step,learning_rate,momentum,runtime,n_max_iterations,accuracy,mae_len,rmse_len,mae_len_99p,rmse_len_99p,mae_len_1p,rmse_len_1p,mae_az,rmse_az,mae_az_99p,rmse_az_99p,mae_az_1p,rmse_az_1p,mae_el,rmse_el,mae_el_99p,rmse_el_99p,mae_el_1p,rmse_el_1p
2,0.01,0.7,48173.55859375,0,0.951,0.280688840959528,8.21462234477679,0.0485558117377071,0.0880647308658059,23.2618587339197,82.1415500367822,0.267855552295517,8.21445155648248,0.227604963514544,8.09185356492041,4.25266384161181,16.2907986263517,0.0222802738198572,0.0529706853720018,0.0199552381503218,0.041623117307408,0.252458805103858,0.330262691404466
2,0.01,0.75,47148.6171875,0,0.951,0.280531101595093,8.21453868992796,0.0485573659176513,0.0880894080250504,23.2459309336618,82.1407108210997,0.267701028065502,8.21436787017038,0.227446290882645,8.0917654111152,4.2529200091683,16.2909137639741,0.0222796963996315,0.0529752945812823,0.0199577118974916,0.0416311670379929,0.25215616211148,0.330236174232597
2,0.01,0.8,46108.72265625,0,0.951,0.280555287790722,8.21453896844566,0.048577790591921,0.0881553789869473,23.246327510472,82.1407065996978,0.267746556125072,8.21436799234801,0.227485102157761,8.09176018113833,4.25363049888881,16.2911770997256,0.022272086381088,0.0529995320809364,0.0199486222315762,0.0416453125095254,0.252295037182762,0.330448432788285
2,0.01,0.85,45081.48046875,0,0.951,0.280589067977295,8.21453508435027,0.0486029722412293,0.0882114358950968,23.2472125458478,82.1406617986324,0.267768456348334,8.21436369173972,0.227507410820843,8.09174517672205,4.25361196356996,16.2916980551976,0.0222950374677664,0.053064035369666,0.0199692385315823,0.0417125737279945,0.252549132149998,0.330643679929001
2,0.01,0.9,44164.328125,0,0.9505,0.280472760425424,8.2144875119788,0.0484792781238765,0.0882573465340466,23.2478275082787,82.1401811653898,0.267694912370933,8.21431580392728,0.227427504892259,8.09168828458075,4.25416825275963,16.2920809744377,0.0222420797809008,0.0531126896906182,0.0199083166819886,0.0417563677713123,0.253284626573203,0.330877545205677
2,0.01,0.95,43736.05078125,0,0.95,0.277298261291257,8.21445332459305,0.0452769809609818,0.0864438347769088,23.2474050139885,82.1400301988699,0.265061533628295,8.21428686451606,0.224795940568805,8.09165866418556,4.25135524651784,16.2920783028091,0.0213005481911656,0.0522946398491421,0.0189585010919884,0.0409225822572247,0.253163211009715,0.328149081324046
2,0.03,0.7,44130.34375,0,0.951,0.280438075326463,8.21453769545898,0.0484595466357408,0.0880787888066249,23.246312415708,82.1407020032147,0.267661069412968,8.2143669783183,0.227397189961727,8.09175788579998,4.25378513508585,16.2912388384189,0.0222263999519557,0.0529593771704029,0.0199033857040514,0.0415972287847427,0.252204810494479,0.330404219424097
2,0.03,0.75,43787.5703125,0,0.951,0.280427565930316,8.21453536959821,0.0484430138356262,0.0881021828192198,23.2468982233046,82.1406762595175,0.267669786576966,8.21436449079159,0.227404856938894,8.09174691835122,4.25389782074601,16.2916527057192,0.0221947560962201,0.0529844392465394,0.0198698335235287,0.0416159631780283,0.252362090792671,0.330572427003156
2,0.03,0.8,43465.28515625,0,0.951,0.280394011427557,8.21450933681985,0.0484059443317819,0.0880891185709968,23.2472126539093,82.1404173040398,0.267617914727726,8.21433809661863,0.227361240422013,8.09171541907408,4.25302867099334,16.2918707535742,0.0222061471933887,0.0530403538852159,0.019877845363188,0.0416848593543048,0.252708028383255,0.330609727000681
2,0.03,0.85,43194.94140625,0,0.9505,0.279934740255518,8.21447745388048,0.047944785705604,0.0878782413452723,23.246940240697,82.1401208185511,0.267276277771555,8.21430724288674,0.227017530614218,8.09168090816284,4.25289224634786,16.2920120310838,0.0220019599425231,0.0528806180866235,0.0196710557087979,0.0416000820870858,0.252761479081318,0.329104635012571
2,0.03,0.9,43034.86328125,0,0.95,0.2779329542803,8.21444707699295,0.0459196391910991,0.0867619309035138,23.2472511481112,82.1399345168904,0.265655363570388,8.21427874055882,0.225384048149351,8.09165024963107,4.25251559025304,16.2920824416819,0.0213577149518945,0.0525885265184688,0.019008585470904,0.0410686778786565,0.25392153356995,0.331026159345429
2,0.03,0.95,43141.5859375,0,0.9545,0.273288053416252,8.21466438448473,0.0413638688923622,0.0810345205504066,23.2337823212814,82.1426868455958,0.262170684629525,8.21451612062867,0.221968597317156,8.09189935549096,4.24217732855407,16.291802443153,0.0197967000734934,0.0493543681298255,0.0175622103279588,0.0378911156775717,0.241011184881423,0.318508143173158
2,0.05,0.7,43486.31640625,0,0.95,0.281293878801353,8.21459777945825,0.0490493066911168,0.0910440168426795,23.2735065177147,82.1409828011618,0.268197249139653,8.21440993151365,0.227948496235087,8.09179346149533,4.25282378669165,16.2916552679171,0.0225259018963599,0.0555531757002878,0.0198775877963221,0.0416385501366815,0.284708997800101,0.370097846721237
2,0.05,0.75,43293.578125,0,0.95,0.281273521160493,8.21457383900721,0.049030235949044,0.0911649282030482,23.2733587570939,82.1407301055991,0.268181720178189,8.21438497169729,0.227925289286605,8.09176333075532,4.25356837844501,16.2918783456648,0.0225055573877093,0.0557036197688431,0.0198486027900678,0.0416772410625046,0.285544062554223,0.371923480973646
2,0.05,0.8,43122.54296875,0,0.9495,0.280977845257596,8.21450004809523,0.0487389487994924,0.0910298946762919,23.2726285946099,82.1400069776287,0.267927282367287,8.21431124768083,0.227682734764908,8.09173291001542,4.25213749500285,16.2896568460461,0.0224055569996597,0.055693503936614,0.0197434538237856,0.0416483534555403,0.285953771411193,0.372092312287637
2,0.05,0.85,43002.76171875,0,0.9505,0.279805180549879,8.21467079570925,0.0475614992429155,0.0903667538660975,23.2719296299392,82.1417870472612,0.266987034644344,8.21448416000887,0.226745587324923,8.09186311863119,4.25089031926698,16.2919727831822,0.0219814503354913,0.0553738823073639,0.0193176752782185,0.0412932713742673,0.2856951810055,0.371238996282556
2,0.05,0.9,42968.3203125,0,0.95,0.277402546218389,8.2147037473035,0.0451829320388075,0.0886315848260976,23.267144349997,82.1423037500846,0.265166432661648,8.21452306705848,0.224928456282697,8.0919034083003,4.24872609417785,16.2919534054898,0.0211544772727495,0.0544833619211712,0.0185025998758694,0.0403874295338928,0.283690339563874,0.367913536924333
2,0.05,0.95,43100.94140625,0,0.956,0.272999713149766,8.21412887411902,0.0408571546001541,0.0820237112134722,23.2551130095614,82.1372342791785,0.261633006241528,8.21396543600254,0.22154906269482,8.09159088537505,4.22994341736566,16.2792000974333,0.0198984194936277,0.0518167616829137,0.0173786106100869,0.0371331000560367,0.269359498964163,0.363304052100986
2,0.07,0.7,43531.44921875,0,0.948,0.284350293502692,8.21485773497426,0.0509841774957424,0.100503229154133,23.3875957781907,82.1424906584813,0.269204259747492,8.2144883103071,0.228961217765574,8.09187210716822,4.25326541595738,16.2917400648078,0.0251475179962511,0.0779063905880815,0.0210813360194984,0.0547393448915046,0.427699533694769,0.557043425066945
2,0.07,0.75,43403.69140625,0,0.947,0.284127321090205,8.21481176143701,0.0508700439783531,0.100609956772791,23.3765977551635,82.1420179543186,0.269072444814986,8.21445076065332,0.228827662051798,8.09182966705745,4.25330593837056,16.2919336241389,0.0250626058392733,0.0770128342937941,0.0210693296366187,0.0553587012008971,0.42039694990208,0.538241275386762
