coarse_step,learning_rate,momentum,runtime,accuracy,mae_len,rmse_len,mae_len_99p,rmse_len_99p,mae_len_1p,rmse_len_1p,mae_az,rmse_az,mae_az_99p,rmse_az_99p,mae_az_1p,rmse_az_1p,mae_el,rmse_el,mae_el_99p,rmse_el_99p,mae_el_1p,rmse_el_1p
3,0.01,0.35,57845.82421875,0.884249999999999980460074766597245,0.349752866716192989393618972826516,8.17763406368378298338939202949405,0.0993743397998546607041703282447997,0.266346655354316841357587009042618,25.1372270314336923036080406745896,81.7333883698156000718881841748953,0.302722846785848820339026588044362,8.17345627670758467786527035059407,0.25531383563016429860681455465965,8.11609955485461043167561001610011,4.99621495119860803413303074194118,12.6215143417204274101095506921411,0.0620686650545213755569839975123614,0.261364443394157819344769677627482,0.0497603792473885891967100292276882,0.199234918875830419038308605195198,1.280588959960668349324919290666,1.70334274003424823717978142667562
3,0.0100000000000000002081668171172169,0.449999999999999955591079014993738,56938.125,0.899750000000000049737991503207013,0.338472656586063957995236251008464,8.17570569994235007982297247508541,0.0890121486898310665392131113549112,0.246902780013872891196058390050894,25.0350629383131249028338061179966,81.7201396958663082159546320326626,0.295253980970423990370932187943254,8.17181770648068983575740276137367,0.248610906513768464831670712555933,8.1147681976551861993129932670854,4.91291835217931094348386977799237,12.6001442662061151622765464708209,0.0568702323814707921822986236293218,0.252109230530409955672865862652543,0.0452121179439202644512185713665531,0.192178272150994033928839144209633,1.21102356169897418247671794233611,1.64304293049704774887231906177476
3,0.0100000000000000002081668171172169,0.549999999999999933386618522490608,55778.8828125,0.915000000000000035527136788005009,0.326231472619456674966187392783468,8.17326297985288974246032012160867,0.0780323173940106334933730636294058,0.224123203558357714237914137811458,24.8979478399386096043599536642432,81.7022024425071435871359426528215,0.287064739160759807568013002310181,8.16969737734023304653874220093712,0.241452554281133657809732540044934,8.11305305831885270606562698958442,4.80267104224375618315434621763416,12.5719593122708719334923443966545,0.0514788514155655602122507730200596,0.241396977018730696240567112909048,0.0406405280527663004264127266651485,0.184682880328185111684646813046129,1.12447286433269200145446120586712,1.56543322726745492978750462498283
3,0.0100000000000000002081668171172169,0.649999999999999911182158029987477,54283.296875,0.934000000000000052402526762307389,0.222752855823966949833092598964868,5.86226959587473750445951736764982,0.0658214588111433879236145116919943,0.193451250635315041837003491309588,15.7589611600934969004583763307892,58.5910877712717592658009380102158,0.187920623727029584282277596685162,5.8578144679945243211705019348301,0.14283971551272783839792168691929,5.7509999891472576294404461805243,4.65093053694291391764181753387675,12.5328746703456683775357305421494,0.0458387055480577593202795583238185,0.228504864874712831923631028985255,0.0360733093952106606550067624539224,0.1766391745127090517897272547998,1.01261292467992203292226349731209,1.46031124348903151854983661905862
3,0.0100000000000000002081668171172169,0.749999999999999888977697537484346,52290.2109375,0.948999999999999954702900595293613,0.207298792968886813614659558879794,5.85552380423572227385875521576963,0.0532768527924603121914692849259154,0.15731469712705725694235070477589,15.4554708704351071446581045165658,58.5343135153888454169646138325334,0.177212305393643992923458085897437,5.85168121057335266499421777552925,0.134302766626047065390281431973563,5.74598764070395340297636721516028,4.42525664338574831191408520680852,12.4738236428365087959946322371252,0.0398681151644986603299614102979831,0.212099108423155380265257008431945,0.0315986508774813504296652411085233,0.167901309473785037562620914286526,0.858545079579212666587295643694233,1.30679342545468091252303111104993
3,0.0100000000000000002081668171172169,0.849999999999999866773237044981215,49701.8671875,0.965500000000000024868995751603507,0.188212430071522163199659871679614,5.84448454303471809367920286604203,0.0394967129495613772371953587025928,0.106057405642477578511240210445976,14.9110684251456397930724051548168,58.4353179868245788952663133386523,0.163485446392251043690180267731193,5.8414065549360625340113983838819,0.124309218514027527979770582078345,5.73771599074961535791317146504298,4.04193200633638127783342497423291,12.3687493201664615583013073774055,0.0332764044769241137955440024143172,0.189655038745889015228129892420839,0.027316693069634793988864629454838,0.158468638471894157637720468301268,0.623287833798567558751813066919567,1.05393773233337317840607738617109
3,0.0100000000000000002081668171172169,0.949999999999999844568776552478084,52025.87890625,0.985999999999999987565502124198247,0.160128743189810629488079030124936,5.82371407306734045761231755022891,0.0257065251804625832798834039749636,0.035135709997360597967031026200857,13.4679283261152669126659020548686,58.2360914140936642979795578867197,0.141840691403286534022498699414427,5.82157708458860767564146954100579,0.110746184751365453480254075202538,5.7238676834308925833738612709567,3.22019684994347255013735775719397,12.065343372473492422614071983844,0.0257855029277834456313822641959632,0.15775250563912721069037559118442,0.0237068731001078975006990390284045,0.149693696859472896720788526181423,0.231569855867663154658231405846891,0.51978189510232597481120819793432
3,0.0200000000000000004163336342344337,0.349999999999999977795539507496869,54067.328125,0.934499999999999997335464740899624,0.224447613531312595291922207252355,5.86196796723709567800142394844443,0.0671841711341907843468845840106951,0.206227307171807316965583822820918,15.793528410846374043785544927232,58.5837554649005980422771244775504,0.186804154325191401619932207722741,5.85668739810667204892524750903249,0.14176833059674795456395202108979,5.75001357984024252800736576318741,4.64535070344109435325208323774859,12.5250056785526986402601323788986,0.0485962741530045413962390910000977,0.248759260676397947475990690691106,0.0361151311668529775844582729860122,0.181918985560166640569335072541435,1.28422942978200960162382671114756,1.70638792887492041217001315089874
3,0.0200000000000000004163336342344337,0.449999999999999955591079014993738,53020.7734375,0.942999999999999949373830077092862,0.215378011164249288933447701310797,5.85826102254715319617162094800733,0.059792733361016738025117689403487,0.183059104037195524705694538170064,15.6183205136842762073001722455956,58.5542882110951978802404482848942,0.180941788597021369078277075459482,5.85355370837240851500382632366382,0.137091221771460242129236917207891,5.7474715569911376533696056867484,4.52214790432757052229817418265156,12.4939825970843383373676260816865,0.0447002435785524704359161773936648,0.234800322603887556827118032742874,0.03457912370497675386138425324134,0.185827982038225758554261801691609,1.0466911110625511938110321352724,1.44722054212806461315210526663577
3,0.0200000000000000004163336342344337,0.549999999999999933386618522490608,51743.10546875,0.950500000000000011546319456101628,0.205685831807287500261338664131472,5.85376958364183508365385932847857,0.052129522066838358818063881017224,0.156770949337544512891540193777473,15.407760496111757575476985948626,58.5169095041080140617850702255964,0.17458424571179287365652044172748,5.84963776250562794700726954033598,0.132215447003148162119501307643077,5.7443029380745631584659349755384,4.36909531786762705962701147655025,12.4547816946083500511122110765427,0.0407100481433579977630365931418055,0.219900854565211328894847042647598,0.0320464225414003114900118873720203,0.177629625434188420651793194338097,0.898408982737166517118510000727838,1.30841984259407495549965005920967
