coarse_step,learning_rate,momentum,runtime,accuracy,mae_len,rmse_len,mae_len_99p,rmse_len_99p,mae_len_1p,rmse_len_1p,mae_az,rmse_az,mae_az_99p,rmse_az_99p,mae_az_1p,rmse_az_1p,mae_el,rmse_el,mae_el_99p,rmse_el_99p,mae_el_1p,rmse_el_1p
3,0.01,0.35,26424.080078125,0.930000000000000048849813083506888,0.295926533385277523713341452094028,8.07955046864571535536470037186518,0.070019048267795300222182675042859,0.196568572176679778884533789096167,22.6607675600160192175280826631933,80.7718286061800796460374840535223,0.239271395122180152714719270079513,8.07454988319517674710823484929278,0.214525711858123024899924757846748,8.0979886106908764986656024120748,2.68909403826383819335887892520986,5.26032767721663230275908063049428,0.0678774456819040833410738855491218,0.284218154215972018672431431696168,0.0537680232888722575701478945120471,0.236917129659189873436275775020476,1.46471026259205427955123468564125,1.58781390985355064238149225275265
3,0.0100000000000000002081668171172169,0.449999999999999955591079014993738,25897.681640625,0.9375,0.289598321093097632594748347401037,8.07883271552213422239674400771037,0.0643343749511087331649505927089194,0.182148842757238665912566943916318,22.5907289891500013823133485857397,80.7679959058550167583234724588692,0.236635168789558952839868766204745,8.07414885530954862247199343983084,0.21257194403789650416491952000797,8.09778249424013729651505855144933,2.61889441920413812425749711110257,5.23009777073701709326769559993409,0.063550594044402067273047407525155,0.27506055277744329012890034391603,0.0501855318340489603423648645730282,0.230776727902980482998174238673528,1.38669175286935941748822642693995,1.51436417463047656717378686153097
3,0.0100000000000000002081668171172169,0.549999999999999933386618522490608,25275.517578125,0.942500000000000004440892098500626,0.282588818650491291339932331538876,8.07795802869171453153285256121308,0.0582228680397571737858974927348754,0.165274861670785616629686387568654,22.4948179291131751256216375622898,80.7628400263410952675258158706129,0.233778624421954878132012822788965,8.07363312020884471564841078361496,0.210592758702098342693531662916939,8.09751750000717507305125764105469,2.52917933068774658522670506499708,5.19095360641924408184877393068746,0.0588054524668129366404834001968993,0.264299363547491117376608826816664,0.0464195117788029978922459406476264,0.224116951883056636507518533107941,1.28501358057979686577709799166769,1.41873286884705973598386208323063
3,0.0100000000000000002081668171172169,0.649999999999999911182158029987477,24555.205078125,0.954999999999999960031971113494365,0.274627500370559662901115416389075,8.0768406501758960303050116635859,0.0515893034481471127183915825753502,0.145031741540692732383988072797365,22.3554089956894088686567556578666,80.7555143778677262389464885927737,0.23057018933155493112252543141949,8.07292906045045377538826869567856,0.208587731844617429999289015540853,8.09715066889338608291382115567103,2.40683348053836976276897985371761,5.13783173967798578729571090661921,0.0534843929914296661864980819700577,0.251338960904091024417539301794022,0.0423919981781305174606266916725872,0.216802234186303677265783562688739,1.15163147950804511943090346903773,1.28988746050409508470124819723424
3,0.0100000000000000002081668171172169,0.749999999999999888977697537484346,23781.4609375,0.964500000000000023980817331903381,0.265206444679308095402348044444807,8.07530462239050628170389245497063,0.0441812506764611145904098066239385,0.118458044114144761538298666891933,22.1467006509611579190277552697808,80.7444442418599379607258015312254,0.226642159295117440187539159524022,8.071876379114231170319726516027,0.206375687087200998526270723232301,8.09657957613742240710053010843694,2.23302290787884061273871338926256,5.06096290545440652408615278545767,0.047391512665772461687652139517013,0.235279545858025518345613136261818,0.0381844491786384881981675221140904,0.208860181680337902987432130430534,0.958890797892035351424055988900363,1.10318244014897270943720286595635
3,0.0100000000000000002081668171172169,0.849999999999999866773237044981215,23231.6171875,0.973999999999999976907361087796744,0.25334549517609039614995936062769,8.07287871547516644454844936262816,0.035706848017025387409528747184595,0.0794125129679706526220073214972217,21.7995715639235285721042600926012,80.7249202359644755233603063970804,0.221359279319771368177427461887419,8.07001446243717701634068362182006,0.203742532019728334047314888266555,8.09549376630321226855357963358983,1.9654172620240291102788887656061,4.93441280086647005020950018661097,0.0401821343725900712029464045826899,0.215028674429457500316686946462141,0.0338695815732874203063396123525308,0.200228273645415066894770461658482,0.665124861503552766706093279935885,0.809128103302353518522238573495997
3,0.0100000000000000002081668171172169,0.949999999999999844568776552478084,26043.3984375,0.988999999999999990230037383298622,0.236011421864191439645708214811748,8.067162993110674307217777823098,0.0273335357779275929523965515954842,0.032445489354709707019441822239969,20.8951221444043149233493750216439,80.6709839872631704338346025906503,0.212209567945852495274294824412209,8.06487671286149954141819762298837,0.199275700700600438830534244516457,8.09235403145321363638231559889391,1.49266242522580228069273289293051,4.59243465911478043750548749812879,0.0313544397725416534861153650126653,0.192047816334256993275886316041579,0.029786805325044445752480370970261,0.190679333324523719861431914068817,0.186550250074765139318699880277563,0.297882809715923846383134332427289
3,0.0200000000000000004163336342344337,0.349999999999999977795539507496869,24465.201171875,0.951999999999999957367435854393989,0.283065089636226396851981235158746,8.07817920711914894127403385937214,0.0582017205678356380760263277807098,0.185121831275220888324284373993578,22.5445386274069115017937292577699,80.7607899359841638897705706767738,0.232398495924274306467793849151349,8.07297632363335715410812554182485,0.209519510129863806291439232154517,8.09713614647373525201601296430454,2.4974180895709197081089314451674,5.14751479025106917220000468660146,0.0604546297878508775980321843235288,0.289883735982826518107202673490974,0.0444519170830999510446446265632403,0.228010547238760491461917467859166,1.64472318755819335578394202457275,1.80454035232696319290823794290191
3,0.0200000000000000004163336342344337,0.449999999999999955591079014993738,24003.564453125,0.95850000000000001865174681370263,0.275637726837341445751405899500242,8.07689352400456961333929939428344,0.0523108400027436568069383326928801,0.160420463763679688184993210597895,22.3849995234625289697305561276153,80.7531619320040903176050051115453,0.229402327829383689827835723917815,8.07232122700666820946935331448913,0.207833922261398407194121773500228,8.09678974579733257144198432797566,2.36467447905992322887414047727361,5.09848846434034008723301667487249,0.0555825849072175484644198206751753,0.271733336424818283649784689259832,0.0433468038854208856380800796159747,0.236294475737906461976223226884031,1.26692490606508778583361163327936,1.36243449945140260304299317795085
3,0.0200000000000000004163336342344337,0.549999999999999933386618522490608,23482.1484375,0.963999999999999968025576890795492,0.267917364883475173087390430737287,8.07553441953555406485065759625286,0.0463049306187643186505376036166126,0.134169863813348999581620546450722,22.207548357089848423129296861589,80.7443091643437753646139753982425,0.226321035567847023139975703998061,8.0715666041248876894087516120635,0.206035124727873164562907959407312,8.09637931576915192977139668073505,2.23462620872526240844990752520971,5.04324300681376858079829617054202,0.0505216082298083277168920801614149,0.25311798884976272061564372961584,0.0403599142219758302840837416169961,0.226039786539682707733334154909244,1.05652931500522551111487246089382,1.16127821952503440527948441740591
