technique,mean_len,median_len,mad_len,std_dev_len,mean_az,median_az,mad_az,std_dev_az,mean_el,median_el,mad_el,std_dev_el
music,96.5178041963719124396448023617268,95.4245578944487107264649239368737,4.19385041131650293522170613869093,8.60870031484046194236725568771362,59.7084599999996825658854504581541,58.9500000000000028421709430404007,2.03654826399988619911596288147848,8.51049439976315547085050638997927,75.5598299999967650819598929956555,74.4500000000000028421709430404007,4.73558357599967116868810990126804,6.55588498000833652668006834574044
esprit,85.9856061378776388437472633086145,84.7609765526864293860853649675846,4.65887035402582938559135072864592,6.45863191827126570387918036431074,56.1213027117612668348556326236576,56.2547791725761143766249006148428,1.84651715909779423618886085023405,6.07486140900566695677298412192613,64.7920122913247382712143007665873,63.8214971500006953419870114885271,5.31908127083098403176109059131704,7.12242747881890903016710581141524
silabs,121.171212137162683575297705829144,121.150671794429911187762627378106,0.930002860814151843804609143262496,1.17884740669162901838262769160792,120.540292899999599285365547984838,120.528999999999996362021192908287,0.905716184619998032623300332488725,1.15391824498513861918524980865186,12.1417067780000191845601875684224,11.9942500000000009663381206337363,1.79722719581159684487658978468971,2.26661615208079725292122930113692
