technique,mean_len,mad_len,std_dev_len,mad_len_99p,std_dev_len_99p,mad_len_1p,std_dev_len_1p,mean_az,mad_az,std_dev_az,mad_az_99p,std_dev_az_99p,mad_az_1p,std_dev_az_1p,mean_el,mad_el,std_dev_el,mad_el_99p,std_dev_el_99p,mad_el_1p,std_dev_el_1p
music,69.5512785369915,25.5233564277163,54.8978538275387,23.1575635215381,48.5932322765559,259.73685413936,260.016375256892,41.22887,26.8381862660004,60.2590207771674,24.2009949151519,53.1886797873014,287.92013,288.167361802507,47.6326300000001,12.9729806939995,15.8530108743766,12.708613125252,15.4352759821515,39.1453699999999,39.3099053475952
esprit,51.2872522171912,8.56311178175493,11.3556968890937,8.14584816739925,9.42428640989249,49.8722096029674,64.0490821516164,26.512718362745,3.80354108266377,9.99111681350084,3.55087007758497,8.73113505908388,28.8179705854642,49.3477689011926,43.2332249077843,8.02717841880511,9.35284479377507,7.87585985931498,9.09291012085323,23.0077158083283,23.7097056396519
silabs,157.247704312944,2.09218953744842,2.61064658852296,2.04161137054348,2.52278975525043,7.09942806103686,7.17392599949303,152.4146833,1.56855018982,1.96350879631366,1.53199891193939,1.90275118180019,5.18712669999976,5.20681624370886,38.4110536800001,3.88836379784001,4.91486421589574,3.79120507539395,4.74161209824068,13.5070773199999,13.776188962888
