(0.0261799387799149,1.3840460968315)
(0.05846852994181,1.24878307980194)
(0.0558505360638185,1.14057266617829)
(0.079412480965742,1.0454522219446)
(0.0715584993317675,1.04108889881462)
(0.0907571211037051,1.15889862332423)
(0.114319066005629,1.04108889881462)
(0.160570291183478,1.1693705988362)
(0.173660260573436,1.16238928182822)
(0.137008346281555,1.1388273369263)
(0.137008346281555,1.36921079818955)
(0.148352986419518,1.33255888389767)
(0.12915436464758,1.27758101245985)
(0.150098315671512,1.26623637232189)
(0.185004900711399,1.38055543832751)
(0.206821516361328,1.08384946548848)
(0.213802833369305,0.938114472946952)
(0.28012534494509,1.09170344712245)
(0.309795942228993,1.06377817909054)
(0.417133691226645,1.08297680086248)
(0.438950306876574,1.09083078249646)
(3.00894763043822,0.16318828506147)
(2.53247274464377,0.135263017029561)
(2.53160008001778,0.125663706143592)
(1.86052098262596,0.231256125889249)
(1.87099295813792,0.211184839491314)
(2.48360352558793,0.0706858347057703)
(1.98269403026556,0.210312174865317)
(2.13453767518907,0.120427718387609)
(1.96611340237161,0.167551608191456)
(0.421497014356631,1.5707963267949)
(0.457276264022514,1.5707963267949)
(0.353429173528852,1.5707963267949)
(0.411897703470662,1.5707963267949)
(0.522726110972302,1.5707963267949)
(0.386590429316744,1.5707963267949)
(0.418006355852642,1.5707963267949)
(0.493055513688398,1.5707963267949)
(0.568104671524154,1.5707963267949)
(0.594284610304069,1.5707963267949)
(0.557632696012188,1.5707963267949)
(0.535816080362259,1.5707963267949)
(0.600393262686049,1.5707963267949)
(0.61871921983199,1.5707963267949)
(0.708603676309698,1.5707963267949)
(0.66497044500984,1.5707963267949)
(0.685914396033772,1.5707963267949)
(0.747000919853573,1.5707963267949)
(0.738274273593601,1.5707963267949)
(0.737401608967604,1.5707963267949)
(0.758345559991536,1.5707963267949)
(0.762708883121522,1.5707963267949)
(0.79412480965742,1.5707963267949)
(0.831649388575298,1.5707963267949)
(0.854338668851224,1.5707963267949)
(0.859574656607207,1.5707963267949)
(0.891863247769102,1.5707963267949)
(0.877027949127151,1.5707963267949)
(0.930260491312978,1.5707963267949)
(0.909316540289046,1.5707963267949)
(0.919788515801012,1.5707963267949)
(0.922406509679003,1.5707963267949)
(0.923279174305,1.5707963267949)
(0.959931088596881,1.5707963267949)
(1.0157816246607,1.38055543832751)
(0.970403064108847,1.5707963267949)
(0.988729021254788,1.33430421314966)
(1.03847090493663,1.29765229885778)
(0.978257045742822,1.25401906755793)
(1.01054563690472,1.25663706143592)
(1.03847090493663,1.41808001724539)
(1.00705497840073,1.33692220702766)
(1.01141830153071,1.28019900633784)
(1.00880030765272,1.5707963267949)
(0.96342174710087,1.3543754995476)
(1.00007366139275,1.5707963267949)
(0.986983692002793,1.48614785807317)
(1.02363560629467,1.31248759749974)
(1.0149089600347,1.36833813356355)
(1.0471975511966,1.5707963267949)
(1.02450827092067,1.3220869083857)
(1.04370689269261,1.27758101245985)
(1.05941485596056,1.21474915938805)
(1.08734012399247,1.41109870023742)
(1.0768681484805,1.22958445803001)
(1.10043009338242,1.22522113490002)
(1.11526539202438,1.31423292675173)
(1.11002940426839,1.47218522405722)
(1.12922802604033,1.5707963267949)
(1.14842664781227,1.5707963267949)
(1.15453530019425,1.31510559137773)
(1.1711159280882,1.44076929752132)
(1.18246056822616,1.42157067574938)
(1.2016591899981,1.33517687777566)
(1.21474915938805,1.27321768932986)
(1.21823981789204,1.33779487165365)
(1.23394778115999,1.33954020090565)
(1.25314640293193,1.39364540771747)
(1.27496301858186,1.16326194645422)
(1.29765229885778,1.18507856210415)
(1.29852496348378,1.22173047639603)
(1.33430421314966,1.22347580564803)
(1.34390352403563,1.51320046147908)
(1.35786615805159,1.17286125734019)
(1.36746546893756,1.37531945057153)
(1.39102741383948,1.41022603561142)
(1.4163346879934,1.27147236007787)
(1.42942465738336,1.4468779499033)
(1.44251462677331,1.22434847027402)
(1.46956723017923,1.22958445803001)
(1.46782190092723,1.5707963267949)
(1.48789318732517,1.3220869083857)
(1.51930911386106,1.24791041517595)
(1.51756378460907,1.42680666350536)
(1.53065375399903,1.24791041517595)
(1.52454510161705,1.5707963267949)
(1.52890842474703,1.21300383013606)
(1.52279977236505,1.36222948118157)
(1.54112572951099,1.19729586686811)
(1.55508836352695,1.34390352403563)
(1.56643300366491,1.25576439680992)
(1.5707963267949,1.42331600500138)
(1.58388629618485,1.28368966484183)
(1.57341432067289,1.46258591317125)
(1.59086761319283,1.43989663289532)
(1.59348560707082,1.33081355464568)
(1.61617488734675,1.30463361586576)
(1.62577419823272,1.30986960362174)
(1.64671814925665,1.21998514714404)
(1.65108147238664,1.26361837844389)
(1.68773338667852,1.19467787299012)
(1.70955000232845,1.26536370769589)
(1.69035138055651,1.32121424375971)
(1.71827664858842,1.17809724509617)
(1.71478599008443,1.38142810295351)
(1.73922059961235,1.3220869083857)
(1.76627320301826,1.28718032334582)
(1.77150919077424,1.41022603561142)
(1.80117978805815,1.28281700021583)
(1.78721715404219,1.4163346879934)
(1.80292511731014,1.39102741383948)
(1.81165176357011,1.39713606622146)
(1.82212373908208,1.37706477982353)
(1.83085038534205,1.27583568320786)
(1.83085038534205,1.45734992541527)
(1.848303677862,1.5707963267949)
(1.8771016105199,1.5707963267949)
(1.87273828738992,1.40499004785544)
(1.90502687855181,1.33517687777566)
(1.87012029351192,1.5707963267949)
(1.92335283569775,1.49225651045515)
(1.96611340237161,1.41197136486341)
(1.98007603638757,1.5707963267949)
(1.99491133502952,1.5707963267949)
(2.02370926768743,1.48178453494319)
(2.03767190170338,1.44949594378129)
(2.07694180987325,1.43029732200935)
(2.06734249898728,1.5707963267949)
(2.11882971192112,1.3552481641736)
(2.11708438266912,1.52803576012104)
(2.1231930350511,1.50360115059311)
