(5.69151869075350891,0.815941425307349033)
(5.74911455606932176,1.10392075188641337)
(5.78751179961319728,1.11264739814638514)
(5.73776991593135843,0.841248699461266902)
(5.76133186083328219,0.844739357965255566)
(5.81020107988912304,1.00443698452273678)
(5.71508063565543267,0.855211333477221447)
(5.75347787919930731,0.794124809657419939)
(5.80147443362915194,1.13359134917031712)
(5.7892571288651915,0.886627260013119423)
(5.82765437240906614,1.00530964914873389)
(5.77180383634524752,1.06814150222052962)
(5.73427925742736999,0.869173967493176103)
(5.72467994654140089,0.821177413063332029)
(5.78140314723121662,0.761836218495524853)
(5.77442183022323974,1.03672557568463186)
(5.75435054382530442,1.01578162466069988)
(5.74911455606932176,1.03148958792864875)
(5.81020107988912304,1.05156087432658363)
(5.78576647036120217,1.01578162466069988)
(5.76394985471127352,0.995710338262765005)
(5.7622045254592793,0.980875039620813238)
(5.75522320845130153,1.08821278861846449)
(5.79536578124717128,0.891863247769102419)
(5.77529449484923685,1.21562182401405061)
(5.80234709825514905,1.14319066005628578)
(5.7430059036873411,1.08123147161048716)
(5.8145644030191086,1.06639617296853539)
(5.78314847648321084,0.80372412054338882)
(5.79972910437715683,0.969530399482850136)
(5.7892571288651915,1.06814150222052962)
(5.79274778736917995,1.06203284983854962)
(5.71944395878541822,0.842121364087264013)
(5.79623844587316839,0.977384381116824574)
(5.7351519220533671,0.891863247769102419)
(5.75609587307729864,1.18420589747815264)
(5.70548132476946357,0.805469449795383152)
(5.75696853770329575,0.825540736193317914)
(5.81194640914111726,1.00530964914873389)
(5.79623844587316839,0.987856356628790566)
(5.78751179961319728,1.07250482535051561)
(5.76918584246725619,1.22260314102202794)
(5.75522320845130153,1.00356431989673944)
(5.77703982410123107,1.02712626479866298)
(5.70548132476946357,0.791506815779428496)
(5.80932841526312593,1.18333323285215553)
(5.82329104927908059,1.06465084371654095)
(5.67842872136355137,0.769690200129499402)
(5.77616715947523396,1.22958445803000527)
(5.73602458667936421,0.790634151153431275)
(5.77529449484923685,1.06116018521255229)
(5.79100245811718572,0.997455667514759337)
(5.79449311662117417,1.04807021582259496)
(5.70460866014346646,0.856956662729215779)
(5.7526052145733102,0.993965009010770673)
(5.79449311662117417,1.21649448864004772)
(5.72817060504538933,1.02625360017266587)
(5.72904326967138644,0.769690200129499402)
(5.67930138598954848,0.764454212373516406)
(5.80060176900315483,1.01229096615671121)
(5.7622045254592793,1.02625360017266587)
(5.71420797102943467,0.789761486527434164)
(5.71071731252544623,0.796742803535411492)
(5.68802803224952047,0.842994028713261234)
(5.75435054382530442,1.08384946548847871)
(5.79972910437715683,1.21823981789204216)
(5.7526052145733102,0.999200996766753669)
(5.71420797102943467,0.854338668851224337)
(5.78751179961319728,1.13010069066632846)
(5.80321976288114616,1.006182313774731)
(5.77878515335322529,1.07948614235849294)
(3.25416639034342747,1.12661003216233979)
(5.78838446423919439,1.07425015460250983)
(5.81369173839311149,1.0445795573186063)
(5.79798377512516261,1.05330620357857785)
(5.76045919620728508,0.83077672394930091)
(5.74998722069531887,1.06116018521255229)
(5.7526052145733102,1.00967297227871966)
(5.75173254994731309,1.01403629540870543)
(5.77354916559724263,0.993965009010770673)
(5.77180383634524752,1.08035880698449005)
(5.80932841526312593,1.11177473352038803)
(5.7700585070932533,0.960803753222878476)
(5.80583775675913749,1.07337748997651272)
(5.80583775675913749,1.15278997094225466)
(5.76831317784125908,1.06203284983854962)
(5.82067305540108926,1.04719755119659785)
(5.70460866014346646,0.855211333477221447)
(5.68628270299752625,0.769690200129499402)
(5.79100245811718572,1.13359134917031712)
(5.64090414244567295,0.779289511015468173)
(5.76482251933727063,0.997455667514759337)
(5.74824189144332465,1.01316363078270832)
(5.75085988532131598,1.03759824031062897)
(5.7700585070932533,0.961676417848875587)
(5.75609587307729864,1.02101761241668276)
(5.78838446423919439,0.999200996766753669)
(5.76918584246725619,1.04981554507458918)
(5.72642527579339511,0.753109572235553193)
(5.74562389756533332,0.83950337020927257)
(5.77791248872722818,1.01839961853869121)
(5.76744051321526197,1.006182313774731)
(5.74562389756533332,1.0114183015307141)
(5.78489380573520506,0.989601685880784898)
(5.79972910437715683,0.995710338262765005)
(5.71857129415942111,0.864810644363190328)
(5.73951524518335265,0.774053523259485177)
(5.75522320845130153,1.0114183015307141)
(5.77529449484923685,1.13533667842231134)
(5.74213323906134399,1.01403629540870543)
(5.80060176900315483,0.987856356628790566)
(5.7351519220533671,0.784525498771451169)
(5.67930138598954848,0.756600230739541857)
(5.69675467850949158,0.769690200129499402)
(5.80758308601113171,1.19555053761611574)
(5.77878515335322529,0.979129710368818906)
(5.76394985471127352,1.00094632601874811)
(5.69500934925749736,0.815941425307349033)
(5.76482251933727063,1.08821278861846449)
(5.73602458667936421,0.916297857297023066)
(5.77616715947523396,1.05330620357857785)
(5.79012979349118861,1.0445795573186063)
(5.80321976288114616,1.1990411961201044)
(5.68628270299752625,0.801978791291394488)
(5.7971111104991655,1.03847090493662608)
(5.79449311662117417,0.954695100840898259)
(5.68715536762352336,0.773180858633487955)
(5.77529449484923685,1.0829768008624816)
(5.70024533701348002,0.779289511015468173)
(5.81107374451512015,1.00792764302672544)
(5.68453737374553114,0.772308194007490845)
(5.75784120232929375,1.07163216072451828)
(5.70373599551746935,0.84823001646924423)
(5.7622045254592793,1.07512281922850694)
(5.72467994654140089,0.789761486527434164)
(5.73602458667936421,1.03585291105863453)
(5.8145644030191086,1.20340451925009018)
(5.71595330028142978,0.825540736193317914)
(5.77093117171925041,1.09519410562644182)
(5.79100245811718572,0.953822436214901148)
(5.76569518396326774,1.05330620357857785)
(5.83725368329503524,1.20340451925009018)
(5.77616715947523396,1.05766952670856362)
(5.78489380573520506,0.828158730071309357)
(5.81194640914111726,0.969530399482850136)
(5.76133186083328219,1.09519410562644182)
(5.76918584246725619,1.13533667842231134)
(5.70199066626547513,0.795870138909414271)
(5.75085988532131598,1.06901416684652695)
(5.78751179961319728,0.994837673636767894)
(5.77093117171925041,0.999200996766753669)
(5.75522320845130153,0.89273591239509964)
(5.78053048260521951,1.02974425867665453)
(5.71508063565543267,0.7862708280234455)
(5.79623844587316839,0.986983692002793345)
(5.74998722069531887,1.01316363078270832)
(5.76133186083328219,1.01229096615671121)
(5.74387856831333909,1.04632488657060052)
(1.68947871593051113,1.3910274138394807)
(5.74736922681732754,1.05068820970058652)
(5.68453737374553114,0.799360797413402935)
(5.81543706764510659,1.2103858362580675)
(5.77442183022323974,1.02276294166867721)
(5.7622045254592793,1.03759824031062897)
(5.77791248872722818,1.00181899064474522)
(5.75347787919930731,1.00705497840072811)
(5.77180383634524752,1.06465084371654095)
(5.75085988532131598,0.995710338262765005)
(5.81805506152309793,1.17809724509617242)
(5.71246264177744045,0.903207887907065521)
(5.8145644030191086,0.986111027376796234)
(5.81980039077509215,0.992219679758776341)
(5.75958653158128797,1.03585291105863453)
(5.78140314723121662,0.992219679758776341)
(5.72904326967138644,1.05068820970058652)
(5.76394985471127352,1.0890854532444616)
(5.77354916559724263,1.15802595869823777)
(5.77180383634524752,1.01229096615671121)
(5.72118928803741245,0.752236907609556082)
(5.67668339211155715,0.792379480405425607)
(5.76307719008527641,0.905825881785057074)
(5.76394985471127352,0.986983692002793345)
(5.79362045199517706,1.00967297227871966)
(5.8067104213851346,1.21125850088406484)
(5.6714474043555736,0.768817535503502181)
(5.76569518396326774,1.07948614235849294)
(5.76482251933727063,1.02974425867665453)
(5.8241637139050777,1.1876965559821413)
(5.7622045254592793,0.956440430092892591)
(5.70373599551746935,0.747873584479570197)
(5.72729794041939222,0.775798852511479509)
(5.77878515335322529,1.02450827092067143)
(5.69500934925749736,0.855211333477221447)
(5.6906460261275118,0.772308194007490845)
(5.68453737374553114,0.808960108299371816)
(5.63305016081169896,0.770562864755496513)
(5.78489380573520506,0.966039740978861472)
(5.77529449484923685,0.997455667514759337)
(5.78140314723121662,1.05243353895258074)
(5.78053048260521951,1.08734012399246738)
(5.78402114110920795,1.20602251312808173)
(5.80932841526312593,1.00094632601874811)
(5.76656784858926486,0.993965009010770673)
(5.79623844587316839,1.14144533080429156)
(5.68453737374553114,0.812450766803360369)
(5.80583775675913749,1.06290551446454673)
(5.77791248872722818,0.996583002888762226)
(5.7622045254592793,1.08384946548847871)
(5.78663913498720017,1.02101761241668276)
(5.73951524518335265,0.832522053201295242)
(5.69151869075350891,0.752236907609556082)
(5.70111800163947802,0.870046632119173324)
(5.69762734313548869,0.776671517137476619)
(5.67930138598954848,0.756600230739541857)
(5.78314847648321084,1.02363560629467432)
(5.78314847648321084,0.984365698124801902)
(5.75522320845130153,1.08646745936647027)
(5.6269415084297183,0.780162175641465283)
(5.8337630247910468,0.980875039620813238)
(5.69413668463150024,0.811578102177363259)
(5.71333530640343756,0.91978851580101173)
(5.69937267238748291,0.775798852511479509)
(5.64875812407964784,0.747000919853573087)
(5.79798377512516261,1.21562182401405061)
(5.77442183022323974,0.814196096055354701)
(5.75958653158128797,0.998328332140756558)
(5.75871386695529086,1.05766952670856362)
(5.76482251933727063,1.00880030765272255)
(5.77180383634524752,1.11526539202437669)
(5.75085988532131598,1.04545222194460341)
(5.70548132476946357,0.793252145031422828)
(5.77878515335322529,1.05330620357857785)
(5.82678170778306903,1.20165918999809596)
(5.68453737374553114,0.805469449795383152)
(5.74038790980934976,0.812450766803360369)
(5.78751179961319728,0.990474350506782009)
(5.78489380573520506,1.06639617296853539)
(5.77616715947523396,1.0114183015307141)
(5.71682596490742689,1.03410758180664031)
(5.72031662341141534,0.832522053201295242)
(5.77529449484923685,1.05766952670856362)
(5.80583775675913749,1.2208578117700335)
(5.78227581185721373,1.09781209950443337)
(5.81281907376711438,1.09868476413043048)
(5.75609587307729864,0.972148393360841578)
(5.72031662341141534,0.775798852511479509)
